subject-id,DSC,ASD,HD95,NSD,model,anatomy
sub-verse053_vert-24-seg-vert_msk,0.63,1.64,5.83,0.5,SwinUNETR,vertebra
s0682_femur_right_msk,0.95,0.74,2.45,0.9,UNet,femur
s0682_femur_right_msk,0.94,0.89,3.0,0.85,SwinUNETR,femur
sub-verse053_vert-24-seg-vert_msk,0.66,1.57,6.48,0.43,OneDConcat,vertebra
s0682_femur_right_msk,0.94,1.01,3.0,0.8,OneDConcat,femur
sub-verse053_vert-24-seg-vert_msk,0.69,1.14,6.16,0.49,AttentionUnet,vertebra
sub-verse053_vert-24-seg-vert_msk,0.68,1.36,7.21,0.44,TLPredictor,vertebra
s0682_femur_right_msk,0.94,0.96,3.16,0.85,AttentionUnet,femur
sub-verse053_vert-24-seg-vert_msk,0.65,1.39,5.83,0.49,UNETR,vertebra
s0682_femur_right_msk,0.93,1.02,3.0,0.81,UNETR,femur
sub-verse053_vert-24-seg-vert_msk,0.67,1.23,5.2,0.47,TwoDPermuteConcat,vertebra
s0682_femur_right_msk,0.94,0.92,3.0,0.85,TwoDPermuteConcat,femur
sub-verse053_vert-24-seg-vert_msk,0.64,1.13,8.09,0.4,UNet,vertebra
s0682_femur_right_msk,0.95,0.83,2.24,0.87,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.87,0.57,1.41,0.93,TLPredictor,vertebra
s0680_femur_left_msk,0.96,0.71,2.0,0.93,AttentionUnet,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.87,0.46,1.73,0.92,UNETR,vertebra
s0680_femur_left_msk,0.94,0.86,2.83,0.85,TLPredictor,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.88,0.45,1.41,0.94,MultiScale2DPermuteConcat,vertebra
s0680_femur_left_msk,0.93,1.17,3.61,0.75,OneDConcat,femur
s0680_femur_left_msk,0.95,0.76,2.24,0.89,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.9,0.39,1.41,0.97,SwinUNETR,vertebra
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.89,0.47,1.41,0.97,UNet,vertebra
s0680_femur_left_msk,0.96,0.71,2.24,0.93,UNet,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.87,0.53,1.41,0.94,TwoDPermuteConcat,vertebra
s0680_femur_left_msk,0.96,0.68,2.24,0.92,SwinUNETR,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.86,0.51,2.0,0.9,OneDConcat,vertebra
s0680_femur_left_msk,0.95,0.82,2.45,0.88,TwoDPermuteConcat,femur
s0680_femur_left_msk,0.94,0.89,3.0,0.86,UNETR,femur
sub-verse404_split-verse256_vert-10-seg-vert_msk,0.89,0.43,1.41,0.95,AttentionUnet,vertebra
s0680_femur_right_msk,0.92,1.22,3.61,0.72,OneDConcat,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.85,0.61,1.73,0.9,TLPredictor,vertebra
s0680_femur_right_msk,0.94,0.91,2.83,0.84,TLPredictor,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.84,0.58,2.0,0.89,MultiScale2DPermuteConcat,vertebra
s0680_femur_right_msk,0.95,0.82,2.24,0.88,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.87,0.59,1.41,0.94,SwinUNETR,vertebra
s0680_femur_right_msk,0.96,0.63,2.24,0.93,UNet,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.85,0.55,2.0,0.9,UNETR,vertebra
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.87,0.53,1.41,0.94,TwoDPermuteConcat,vertebra
s0680_femur_right_msk,0.95,0.76,2.24,0.9,UNETR,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.87,0.48,1.41,0.94,AttentionUnet,vertebra
s0680_femur_right_msk,0.96,0.64,2.24,0.93,SwinUNETR,femur
s0680_femur_right_msk,0.96,0.65,2.24,0.93,AttentionUnet,femur
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.8,0.77,2.24,0.83,OneDConcat,vertebra
sub-verse404_split-verse256_vert-11-seg-vert_msk,0.86,0.57,1.41,0.93,UNet,vertebra
s0680_femur_right_msk,0.95,0.76,2.24,0.91,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.85,0.6,1.73,0.92,OneDConcat,vertebra
s0104_femur_left_msk,0.9,1.3,4.0,0.72,TLPredictor,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.86,0.49,1.73,0.91,MultiScale2DPermuteConcat,vertebra
s0104_femur_left_msk,0.89,1.54,5.1,0.68,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.88,0.45,1.41,0.93,SwinUNETR,vertebra
s0104_femur_left_msk,0.94,0.77,3.0,0.86,SwinUNETR,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.86,0.58,2.0,0.9,TLPredictor,vertebra
s0104_femur_left_msk,0.93,0.85,2.83,0.86,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.88,0.42,1.41,0.94,AttentionUnet,vertebra
s0104_femur_left_msk,0.85,2.28,7.14,0.56,OneDConcat,femur
s0104_femur_left_msk,0.92,1.0,3.0,0.82,UNETR,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.85,0.57,2.0,0.88,UNETR,vertebra
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.87,0.55,1.73,0.91,UNet,vertebra
s0104_femur_left_msk,0.93,0.95,3.0,0.83,AttentionUnet,femur
s0104_femur_left_msk,0.94,0.78,2.45,0.89,UNet,femur
sub-verse404_split-verse256_vert-12-seg-vert_msk,0.87,0.51,1.41,0.94,TwoDPermuteConcat,vertebra
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.89,0.4,1.41,0.94,TwoDPermuteConcat,vertebra
s0104_femur_right_msk,0.86,2.26,8.25,0.6,OneDConcat,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.85,0.53,2.0,0.9,MultiScale2DPermuteConcat,vertebra
s0104_femur_right_msk,0.88,1.53,4.36,0.65,TLPredictor,femur
s0104_femur_right_msk,0.92,1.06,3.46,0.78,AttentionUnet,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.85,0.56,2.24,0.87,UNETR,vertebra
s0104_femur_right_msk,0.86,2.0,6.32,0.57,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.86,0.53,2.0,0.9,OneDConcat,vertebra
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.89,0.41,1.41,0.94,AttentionUnet,vertebra
s0104_femur_right_msk,0.93,0.9,3.46,0.82,UNet,femur
s0104_femur_right_msk,0.91,1.21,3.74,0.77,UNETR,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.89,0.44,1.41,0.94,SwinUNETR,vertebra
s0104_femur_right_msk,0.93,0.86,2.83,0.85,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.86,0.58,2.0,0.89,TLPredictor,vertebra
s0104_femur_right_msk,0.93,0.87,3.16,0.83,SwinUNETR,femur
sub-verse404_split-verse256_vert-13-seg-vert_msk,0.86,0.58,1.73,0.91,UNet,vertebra
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.89,0.42,1.41,0.95,SwinUNETR,vertebra
s0015_femur_left_msk,0.95,0.77,2.24,0.91,UNETR,femur
s0015_femur_left_msk,0.96,0.61,2.0,0.96,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.88,0.47,2.0,0.91,AttentionUnet,vertebra
s0015_femur_left_msk,0.96,0.77,2.24,0.93,AttentionUnet,femur
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.86,0.52,2.0,0.9,UNETR,vertebra
s0015_femur_left_msk,0.95,0.77,2.24,0.91,TLPredictor,femur
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.87,0.54,2.0,0.9,TLPredictor,vertebra
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.89,0.46,1.73,0.92,UNet,vertebra
s0015_femur_left_msk,0.94,0.97,3.0,0.8,OneDConcat,femur
s0015_femur_left_msk,0.95,0.81,2.24,0.91,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.87,0.51,2.24,0.9,MultiScale2DPermuteConcat,vertebra
s0015_femur_left_msk,0.96,0.69,2.24,0.93,UNet,femur
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.89,0.43,1.41,0.94,TwoDPermuteConcat,vertebra
sub-verse404_split-verse256_vert-14-seg-vert_msk,0.88,0.46,2.0,0.9,OneDConcat,vertebra
s0015_femur_left_msk,0.96,0.56,2.0,0.96,SwinUNETR,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.87,0.51,1.73,0.91,UNETR,vertebra
s0015_femur_right_msk,0.95,0.73,2.24,0.91,AttentionUnet,femur
s0015_femur_right_msk,0.94,0.9,2.45,0.86,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.89,0.49,1.41,0.94,SwinUNETR,vertebra
s0015_femur_right_msk,0.95,0.79,2.45,0.88,TLPredictor,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.87,0.54,1.73,0.91,AttentionUnet,vertebra
s0015_femur_right_msk,0.95,0.7,2.24,0.93,UNet,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.87,0.59,2.0,0.89,MultiScale2DPermuteConcat,vertebra
s0015_femur_right_msk,0.93,0.97,3.0,0.8,OneDConcat,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.86,0.69,1.97,0.9,TLPredictor,vertebra
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.86,0.6,2.0,0.87,OneDConcat,vertebra
s0015_femur_right_msk,0.96,0.54,1.73,0.97,SwinUNETR,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.9,0.43,1.41,0.96,TwoDPermuteConcat,vertebra
s0015_femur_right_msk,0.96,0.58,2.0,0.95,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-15-seg-vert_msk,0.89,0.5,1.41,0.92,UNet,vertebra
s0015_femur_right_msk,0.95,0.77,2.24,0.9,UNETR,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.88,0.53,1.73,0.92,TwoDPermuteConcat,vertebra
s0937_femur_left_msk,0.85,2.62,13.0,0.61,UNETR,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.87,0.54,2.0,0.9,UNETR,vertebra
s0937_femur_left_msk,0.81,3.92,19.21,0.59,SwinUNETR,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.89,0.53,1.41,0.93,SwinUNETR,vertebra
s0937_femur_left_msk,0.74,3.74,15.1,0.33,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.87,0.57,2.0,0.9,AttentionUnet,vertebra
s0937_femur_left_msk,0.84,1.92,14.56,0.61,AttentionUnet,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.88,0.55,1.73,0.91,UNet,vertebra
s0937_femur_left_msk,0.81,2.15,13.15,0.57,UNet,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.87,0.63,2.0,0.89,TLPredictor,vertebra
s0937_femur_left_msk,0.64,6.45,19.9,0.22,OneDConcat,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.87,0.6,2.0,0.88,OneDConcat,vertebra
s0937_femur_left_msk,0.47,8.28,24.68,0.22,TLPredictor,femur
sub-verse404_split-verse256_vert-16-seg-vert_msk,0.87,0.63,1.73,0.91,MultiScale2DPermuteConcat,vertebra
s0937_femur_left_msk,0.79,2.67,12.21,0.51,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.87,0.73,2.0,0.89,SwinUNETR,vertebra
s0937_femur_right_msk,0.93,0.8,5.1,0.8,AttentionUnet,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.87,0.66,2.24,0.85,TLPredictor,vertebra
s0937_femur_right_msk,0.86,2.09,7.28,0.52,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.86,0.67,2.0,0.85,OneDConcat,vertebra
s0937_femur_right_msk,0.92,1.01,5.46,0.72,UNet,femur
s0937_femur_right_msk,0.88,2.0,9.43,0.67,SwinUNETR,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.87,0.62,1.73,0.91,MultiScale2DPermuteConcat,vertebra
s0937_femur_right_msk,0.87,1.95,8.12,0.65,UNETR,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.89,0.53,1.73,0.92,AttentionUnet,vertebra
s0937_femur_right_msk,0.77,4.21,14.49,0.43,TLPredictor,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.89,0.51,1.73,0.92,TwoDPermuteConcat,vertebra
s0937_femur_right_msk,0.8,2.38,19.0,0.3,OneDConcat,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.86,0.66,2.0,0.87,UNet,vertebra
s0937_femur_right_msk,0.92,1.34,5.0,0.75,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-17-seg-vert_msk,0.88,0.57,1.73,0.91,UNETR,vertebra
s0053_femur_left_msk,0.94,0.96,2.83,0.83,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.92,0.39,1.41,0.96,AttentionUnet,vertebra
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.89,0.58,1.41,0.93,MultiScale2DPermuteConcat,vertebra
s0053_femur_left_msk,0.95,0.82,2.24,0.88,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.89,0.55,1.41,0.93,UNet,vertebra
s0053_femur_left_msk,0.94,1.13,3.0,0.82,UNETR,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.88,0.59,2.24,0.87,OneDConcat,vertebra
s0053_femur_left_msk,0.95,0.77,2.45,0.88,SwinUNETR,femur
s0053_femur_left_msk,0.93,1.1,3.0,0.8,TLPredictor,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.9,0.49,1.41,0.93,UNETR,vertebra
s0053_femur_left_msk,0.9,1.7,4.58,0.62,OneDConcat,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.86,0.74,2.24,0.86,TLPredictor,vertebra
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.9,0.52,1.41,0.94,SwinUNETR,vertebra
s0053_femur_left_msk,0.95,0.81,2.45,0.89,UNet,femur
sub-verse404_split-verse256_vert-18-seg-vert_msk,0.91,0.44,1.41,0.93,TwoDPermuteConcat,vertebra
s0053_femur_left_msk,0.95,0.83,2.45,0.88,AttentionUnet,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.87,0.69,2.0,0.9,MultiScale2DPermuteConcat,vertebra
s0053_femur_right_msk,0.94,0.96,3.0,0.84,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.9,0.51,1.41,0.94,UNet,vertebra
s0053_femur_right_msk,0.9,1.61,4.69,0.66,TLPredictor,femur
s0053_femur_right_msk,0.86,2.31,5.48,0.48,OneDConcat,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.88,0.59,2.24,0.86,OneDConcat,vertebra
s0053_femur_right_msk,0.92,1.2,4.12,0.76,AttentionUnet,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.88,0.63,2.0,0.89,TLPredictor,vertebra
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.91,0.47,1.41,0.95,AttentionUnet,vertebra
s0053_femur_right_msk,0.93,1.01,3.0,0.81,UNet,femur
s0053_femur_right_msk,0.92,1.2,3.74,0.76,UNETR,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.89,0.57,1.73,0.91,TwoDPermuteConcat,vertebra
s0053_femur_right_msk,0.94,0.91,2.83,0.84,SwinUNETR,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.91,0.49,1.41,0.94,SwinUNETR,vertebra
s0053_femur_right_msk,0.94,0.94,3.46,0.8,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-19-seg-vert_msk,0.89,0.54,1.73,0.92,UNETR,vertebra
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.91,0.44,1.41,0.94,TwoDPermuteConcat,vertebra
s1383_femur_left_msk,0.96,0.66,2.24,0.92,UNETR,femur
s1383_femur_left_msk,0.92,1.22,3.61,0.71,OneDConcat,femur
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.91,0.45,1.41,0.95,AttentionUnet,vertebra
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.9,0.52,1.41,0.95,MultiScale2DPermuteConcat,vertebra
s1383_femur_left_msk,0.96,0.66,2.24,0.92,UNet,femur
s1383_femur_left_msk,0.96,0.6,2.0,0.93,SwinUNETR,femur
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.91,0.49,1.41,0.96,UNETR,vertebra
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.92,0.43,1.41,0.96,SwinUNETR,vertebra
s1383_femur_left_msk,0.96,0.61,2.0,0.93,MultiScale2DPermuteConcat,femur
s1383_femur_left_msk,0.95,0.71,2.24,0.9,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.86,0.65,3.0,0.78,OneDConcat,vertebra
s1383_femur_left_msk,0.96,0.59,2.0,0.95,AttentionUnet,femur
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.9,0.51,1.41,0.93,UNet,vertebra
s1383_femur_left_msk,0.95,0.82,2.45,0.88,TLPredictor,femur
sub-verse404_split-verse256_vert-20-seg-vert_msk,0.88,0.62,2.0,0.87,TLPredictor,vertebra
s1383_femur_right_msk,0.95,0.78,2.45,0.87,UNETR,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.91,0.5,1.41,0.96,UNETR,vertebra
s1383_femur_right_msk,0.96,0.68,2.24,0.92,UNet,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.91,0.47,1.41,0.96,TwoDPermuteConcat,vertebra
s1383_femur_right_msk,0.96,0.61,2.0,0.94,SwinUNETR,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.9,0.57,1.41,0.93,TLPredictor,vertebra
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.91,0.5,1.41,0.95,MultiScale2DPermuteConcat,vertebra
s1383_femur_right_msk,0.95,0.82,2.83,0.86,TLPredictor,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.93,0.39,1.41,0.97,SwinUNETR,vertebra
s1383_femur_right_msk,0.95,0.68,2.24,0.91,TwoDPermuteConcat,femur
s1383_femur_right_msk,0.93,1.06,3.0,0.78,OneDConcat,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.92,0.45,1.41,0.96,UNet,vertebra
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.92,0.41,1.0,0.97,AttentionUnet,vertebra
s1383_femur_right_msk,0.96,0.62,2.0,0.93,MultiScale2DPermuteConcat,femur
s1383_femur_right_msk,0.96,0.68,2.24,0.92,AttentionUnet,femur
sub-verse404_split-verse256_vert-21-seg-vert_msk,0.91,0.49,1.41,0.93,OneDConcat,vertebra
s1111_femur_left_msk,0.95,0.86,2.83,0.85,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.9,0.56,1.41,0.94,UNet,vertebra
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.91,0.5,1.41,0.95,SwinUNETR,vertebra
s1111_femur_left_msk,0.93,0.99,3.32,0.81,UNETR,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.87,0.74,2.0,0.86,OneDConcat,vertebra
s1111_femur_left_msk,0.94,0.92,3.0,0.83,TLPredictor,femur
s1111_femur_left_msk,0.93,1.03,3.16,0.76,OneDConcat,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.91,0.53,1.41,0.96,UNETR,vertebra
s1111_femur_left_msk,0.94,0.85,2.83,0.85,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.92,0.46,1.41,0.95,AttentionUnet,vertebra
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.9,0.54,1.73,0.93,MultiScale2DPermuteConcat,vertebra
s1111_femur_left_msk,0.95,0.78,2.45,0.88,UNet,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.9,0.57,1.73,0.92,TwoDPermuteConcat,vertebra
s1111_femur_left_msk,0.95,0.68,2.24,0.92,AttentionUnet,femur
s1111_femur_left_msk,0.95,0.75,2.83,0.86,SwinUNETR,femur
sub-verse404_split-verse256_vert-22-seg-vert_msk,0.88,0.72,2.0,0.9,TLPredictor,vertebra
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.87,0.75,2.45,0.83,OneDConcat,vertebra
s1111_femur_right_msk,0.91,1.4,4.12,0.67,UNETR,femur
s1111_femur_right_msk,0.94,0.87,2.83,0.85,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.9,0.59,2.0,0.9,UNETR,vertebra
s1111_femur_right_msk,0.94,0.93,3.0,0.83,UNet,femur
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.89,0.61,2.0,0.89,AttentionUnet,vertebra
s1111_femur_right_msk,0.92,1.19,3.46,0.72,OneDConcat,femur
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.9,0.6,2.0,0.9,SwinUNETR,vertebra
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.88,0.65,2.24,0.87,UNet,vertebra
s1111_femur_right_msk,0.94,1.02,3.0,0.82,MultiScale2DPermuteConcat,femur
s1111_femur_right_msk,0.95,0.82,2.83,0.87,AttentionUnet,femur
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.86,0.85,2.24,0.85,TLPredictor,vertebra
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.89,0.61,2.24,0.86,MultiScale2DPermuteConcat,vertebra
s1111_femur_right_msk,0.92,1.22,3.61,0.75,TLPredictor,femur
sub-verse404_split-verse256_vert-23-seg-vert_msk,0.89,0.59,2.0,0.9,TwoDPermuteConcat,vertebra
s1111_femur_right_msk,0.95,0.85,2.83,0.85,SwinUNETR,femur
s0192_femur_left_msk,0.95,0.68,2.24,0.93,AttentionUnet,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.87,0.75,2.0,0.85,OneDConcat,vertebra
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.86,0.76,2.0,0.86,UNETR,vertebra
s0192_femur_left_msk,0.94,0.74,2.24,0.89,UNETR,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.86,0.76,2.24,0.85,MultiScale2DPermuteConcat,vertebra
s0192_femur_left_msk,0.93,0.92,2.83,0.85,TLPredictor,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.86,0.75,2.24,0.84,AttentionUnet,vertebra
s0192_femur_left_msk,0.96,0.59,1.73,0.96,UNet,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.85,0.84,2.24,0.81,UNet,vertebra
s0192_femur_left_msk,0.92,1.05,3.0,0.76,OneDConcat,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.85,0.87,2.24,0.8,TLPredictor,vertebra
s0192_femur_left_msk,0.94,0.79,2.83,0.87,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.89,0.65,2.0,0.89,SwinUNETR,vertebra
s0192_femur_left_msk,0.94,0.72,2.45,0.86,SwinUNETR,femur
sub-verse404_split-verse256_vert-24-seg-vert_msk,0.88,0.68,2.0,0.87,TwoDPermuteConcat,vertebra
s0192_femur_left_msk,0.95,0.68,2.0,0.92,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.84,0.58,1.41,0.94,AttentionUnet,vertebra
s0192_femur_right_msk,0.95,0.7,2.0,0.92,UNETR,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.82,0.66,1.41,0.92,OneDConcat,vertebra
s0192_femur_right_msk,0.95,1.38,2.24,0.92,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.82,0.64,1.73,0.9,TwoDPermuteConcat,vertebra
s0192_femur_right_msk,0.92,1.14,3.16,0.78,TLPredictor,femur
s0192_femur_right_msk,0.93,0.97,3.0,0.8,OneDConcat,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.82,0.75,1.73,0.89,UNet,vertebra
s0192_femur_right_msk,0.95,0.62,2.0,0.95,UNet,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.86,0.52,1.41,0.97,SwinUNETR,vertebra
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.86,0.51,1.41,0.96,UNETR,vertebra
s0192_femur_right_msk,0.94,0.78,2.24,0.89,MultiScale2DPermuteConcat,femur
s0192_femur_right_msk,0.95,0.65,2.24,0.92,SwinUNETR,femur
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.76,0.95,2.24,0.79,TLPredictor,vertebra
sub-verse404_split-verse256_vert-7-seg-vert_msk,0.83,0.58,1.73,0.93,MultiScale2DPermuteConcat,vertebra
s0192_femur_right_msk,0.95,0.66,2.0,0.93,AttentionUnet,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.87,0.57,1.73,0.92,UNet,vertebra
s0016_femur_left_msk,0.95,0.82,2.83,0.85,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.83,0.68,2.0,0.89,OneDConcat,vertebra
s0016_femur_left_msk,0.95,0.79,2.24,0.91,TLPredictor,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.83,0.75,2.24,0.86,TLPredictor,vertebra
s0016_femur_left_msk,0.95,0.75,2.24,0.89,MultiScale2DPermuteConcat,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.86,0.56,1.73,0.93,TwoDPermuteConcat,vertebra
s0016_femur_left_msk,0.95,0.7,2.24,0.91,UNet,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.88,0.46,1.73,0.92,SwinUNETR,vertebra
s0016_femur_left_msk,0.95,0.73,2.24,0.88,SwinUNETR,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.85,0.56,2.0,0.89,MultiScale2DPermuteConcat,vertebra
s0016_femur_left_msk,0.95,0.76,2.24,0.88,UNETR,femur
s0016_femur_left_msk,0.96,0.65,2.0,0.94,AttentionUnet,femur
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.88,0.47,1.41,0.95,AttentionUnet,vertebra
sub-verse404_split-verse256_vert-8-seg-vert_msk,0.87,0.51,2.0,0.91,UNETR,vertebra
s0016_femur_left_msk,0.92,1.24,3.32,0.73,OneDConcat,femur
s0016_femur_right_msk,0.95,0.68,2.24,0.92,TwoDPermuteConcat,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.89,0.44,1.41,0.96,UNETR,vertebra
s0016_femur_right_msk,0.96,0.58,2.0,0.95,UNet,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.86,0.59,1.73,0.92,OneDConcat,vertebra
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.88,0.48,1.41,0.96,SwinUNETR,vertebra
s0016_femur_right_msk,0.9,1.47,4.12,0.63,OneDConcat,femur
s0016_femur_right_msk,0.95,0.72,2.24,0.89,MultiScale2DPermuteConcat,femur
