subject-id,DSC,ASD,HD95,NSD,model,anatomy
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.85,0.7,2.0,0.92,TLPredictor,vertebra
s0016_femur_right_msk,0.95,0.75,2.24,0.89,UNETR,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.89,0.47,1.41,0.95,AttentionUnet,vertebra
s0016_femur_right_msk,0.95,0.71,2.24,0.93,TLPredictor,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.87,0.48,1.73,0.91,MultiScale2DPermuteConcat,vertebra
s0016_femur_right_msk,0.96,0.55,2.0,0.94,SwinUNETR,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.86,0.6,1.41,0.93,UNet,vertebra
s0016_femur_right_msk,0.96,0.57,2.0,0.95,AttentionUnet,femur
sub-verse404_split-verse256_vert-9-seg-vert_msk,0.88,0.49,1.41,0.95,TwoDPermuteConcat,vertebra
s0664_femur_left_msk,0.92,1.11,3.16,0.81,UNETR,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.61,1.31,6.32,0.6,AttentionUnet,vertebra
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.55,1.88,6.21,0.52,UNet,vertebra
s0664_femur_left_msk,0.86,2.04,5.39,0.55,TLPredictor,femur
s0664_femur_left_msk,0.94,0.84,2.83,0.88,SwinUNETR,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.61,1.63,5.1,0.68,TLPredictor,vertebra
s0664_femur_left_msk,0.93,0.97,2.83,0.84,AttentionUnet,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.62,1.52,4.47,0.68,UNETR,vertebra
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.57,2.08,7.07,0.61,SwinUNETR,vertebra
s0664_femur_left_msk,0.93,1.0,3.0,0.84,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.68,0.85,4.12,0.72,OneDConcat,vertebra
s0664_femur_left_msk,0.92,1.15,3.0,0.78,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.62,1.31,3.74,0.67,MultiScale2DPermuteConcat,vertebra
s0664_femur_left_msk,0.93,1.0,2.83,0.84,UNet,femur
s0664_femur_left_msk,0.88,1.74,4.9,0.58,OneDConcat,femur
sub-verse406_split-verse214_vert-1-seg-vert_msk,0.69,0.91,6.32,0.69,TwoDPermuteConcat,vertebra
s0664_femur_right_msk,0.96,0.57,2.0,0.95,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.73,0.89,3.16,0.7,MultiScale2DPermuteConcat,vertebra
s0664_femur_right_msk,0.93,1.01,3.0,0.84,TLPredictor,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.81,0.67,2.24,0.87,SwinUNETR,vertebra
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.79,0.77,2.45,0.8,UNet,vertebra
s0664_femur_right_msk,0.95,0.7,2.24,0.91,AttentionUnet,femur
s0664_femur_right_msk,0.95,0.77,2.24,0.89,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.79,0.67,2.45,0.81,AttentionUnet,vertebra
s0664_femur_right_msk,0.95,0.75,2.24,0.91,UNETR,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.74,0.98,3.16,0.7,TLPredictor,vertebra
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.73,0.82,2.83,0.75,UNETR,vertebra
s0664_femur_right_msk,0.95,0.77,2.45,0.9,UNet,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.68,0.84,4.0,0.65,OneDConcat,vertebra
s0664_femur_right_msk,0.96,0.58,2.0,0.93,SwinUNETR,femur
s0664_femur_right_msk,0.95,0.79,2.24,0.89,OneDConcat,femur
sub-verse406_split-verse214_vert-2-seg-vert_msk,0.77,0.76,2.24,0.79,TwoDPermuteConcat,vertebra
s1347_femur_left_msk,0.94,0.9,2.83,0.84,OneDConcat,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.72,1.54,2.83,0.76,UNet,vertebra
s1347_femur_left_msk,0.96,0.67,2.0,0.94,UNet,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.76,0.71,2.24,0.84,MultiScale2DPermuteConcat,vertebra
s1347_femur_left_msk,0.95,0.73,2.24,0.93,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.81,0.84,1.73,0.92,SwinUNETR,vertebra
s1347_femur_left_msk,0.94,1.03,2.45,0.87,UNETR,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.77,0.67,2.24,0.83,AttentionUnet,vertebra
s1347_femur_left_msk,0.95,0.78,2.24,0.9,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.71,1.17,2.45,0.71,TLPredictor,vertebra
s1347_femur_left_msk,0.96,0.63,2.0,0.94,AttentionUnet,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.72,0.81,2.83,0.81,UNETR,vertebra
s1347_femur_left_msk,0.96,0.65,2.0,0.93,SwinUNETR,femur
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.76,0.71,2.24,0.84,TwoDPermuteConcat,vertebra
sub-verse406_split-verse214_vert-3-seg-vert_msk,0.75,0.68,2.83,0.82,OneDConcat,vertebra
s1347_femur_left_msk,0.95,0.78,2.24,0.91,TLPredictor,femur
s1347_femur_right_msk,0.94,0.86,2.45,0.88,UNETR,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.76,0.69,2.24,0.85,AttentionUnet,vertebra
s1347_femur_right_msk,0.96,0.53,1.73,0.96,SwinUNETR,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.77,0.7,2.0,0.89,SwinUNETR,vertebra
s1347_femur_right_msk,0.94,0.96,2.83,0.84,OneDConcat,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.75,0.78,2.24,0.86,UNETR,vertebra
s1347_femur_right_msk,0.95,0.69,2.24,0.94,UNet,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.74,0.95,2.24,0.81,UNet,vertebra
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.69,1.18,2.45,0.69,TLPredictor,vertebra
s1347_femur_right_msk,0.96,0.64,2.24,0.93,AttentionUnet,femur
s1347_femur_right_msk,0.95,0.81,2.24,0.88,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.75,0.7,2.45,0.84,OneDConcat,vertebra
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.79,0.64,2.0,0.9,MultiScale2DPermuteConcat,vertebra
s1347_femur_right_msk,0.95,0.8,2.24,0.9,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-4-seg-vert_msk,0.77,0.69,2.0,0.87,TwoDPermuteConcat,vertebra
s1347_femur_right_msk,0.94,0.93,3.0,0.85,TLPredictor,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.78,0.7,2.0,0.89,AttentionUnet,vertebra
s1045_femur_left_msk,0.94,1.01,2.83,0.84,TLPredictor,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.66,1.35,3.0,0.66,TLPredictor,vertebra
s1045_femur_left_msk,0.95,0.78,2.24,0.91,UNETR,femur
s1045_femur_left_msk,0.95,0.84,2.83,0.88,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.73,0.84,2.0,0.86,OneDConcat,vertebra
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.75,0.81,2.0,0.87,TwoDPermuteConcat,vertebra
s1045_femur_left_msk,0.96,0.68,2.0,0.94,UNet,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.73,1.03,2.45,0.81,UNet,vertebra
s1045_femur_left_msk,0.95,0.71,2.24,0.91,SwinUNETR,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.79,0.79,2.24,0.93,UNETR,vertebra
s1045_femur_left_msk,0.95,0.75,2.24,0.91,MultiScale2DPermuteConcat,femur
s1045_femur_left_msk,0.93,1.2,3.0,0.77,OneDConcat,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.78,0.73,2.0,0.92,SwinUNETR,vertebra
s1045_femur_left_msk,0.96,0.64,1.73,0.96,AttentionUnet,femur
sub-verse406_split-verse214_vert-5-seg-vert_msk,0.74,0.88,2.24,0.84,MultiScale2DPermuteConcat,vertebra
s1045_femur_right_msk,0.94,0.96,2.45,0.88,TLPredictor,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.74,0.84,2.24,0.85,TwoDPermuteConcat,vertebra
s1045_femur_right_msk,0.96,0.67,2.0,0.93,SwinUNETR,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.72,0.8,3.0,0.77,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.76,0.74,2.0,0.9,SwinUNETR,vertebra
s1045_femur_right_msk,0.95,0.73,2.0,0.94,TwoDPermuteConcat,femur
s1045_femur_right_msk,0.95,0.79,2.24,0.9,UNETR,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.73,0.77,2.24,0.83,OneDConcat,vertebra
s1045_femur_right_msk,0.94,0.99,2.83,0.85,OneDConcat,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.74,0.93,2.45,0.79,UNet,vertebra
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.76,0.86,2.45,0.88,UNETR,vertebra
s1045_femur_right_msk,0.95,0.76,2.24,0.91,AttentionUnet,femur
s1045_femur_right_msk,0.96,0.66,2.0,0.93,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.68,1.2,3.0,0.69,TLPredictor,vertebra
s1045_femur_right_msk,0.95,0.74,2.24,0.93,UNet,femur
sub-verse406_split-verse214_vert-6-seg-vert_msk,0.78,0.63,2.0,0.87,AttentionUnet,vertebra
s0120_femur_left_msk,0.94,0.85,3.0,0.86,UNet,femur
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.82,0.61,1.73,0.92,SwinUNETR,vertebra
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.75,0.87,2.24,0.83,OneDConcat,vertebra
s0120_femur_left_msk,0.87,2.03,6.0,0.52,TLPredictor,femur
s0120_femur_left_msk,0.95,0.81,2.83,0.88,SwinUNETR,femur
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.78,0.78,2.24,0.83,MultiScale2DPermuteConcat,vertebra
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.75,0.99,2.24,0.77,TLPredictor,vertebra
s0120_femur_left_msk,0.94,0.91,3.16,0.85,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.78,0.86,2.24,0.82,UNet,vertebra
s0120_femur_left_msk,0.95,0.83,2.45,0.88,UNETR,femur
s0120_femur_left_msk,0.92,1.24,3.16,0.75,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.79,0.68,2.0,0.88,UNETR,vertebra
s0120_femur_left_msk,0.94,0.96,3.0,0.83,AttentionUnet,femur
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.75,0.87,2.39,0.82,TwoDPermuteConcat,vertebra
sub-verse406_split-verse214_vert-7-seg-vert_msk,0.81,0.61,2.24,0.86,AttentionUnet,vertebra
s0120_femur_left_msk,0.88,1.98,5.39,0.54,OneDConcat,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.77,0.8,3.16,0.75,MultiScale2DPermuteConcat,vertebra
s0120_femur_right_msk,0.95,0.82,2.24,0.9,MultiScale2DPermuteConcat,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.8,0.72,3.0,0.81,UNETR,vertebra
s0120_femur_right_msk,0.94,1.03,2.83,0.84,TLPredictor,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.8,0.8,2.24,0.8,UNet,vertebra
s0120_femur_right_msk,0.96,0.73,2.0,0.92,SwinUNETR,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.74,0.96,2.83,0.71,OneDConcat,vertebra
s0120_femur_right_msk,0.95,0.84,2.24,0.9,UNETR,femur
s0120_femur_right_msk,0.94,1.0,2.83,0.83,OneDConcat,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.78,0.93,2.24,0.77,TLPredictor,vertebra
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.77,0.8,2.83,0.74,TwoDPermuteConcat,vertebra
s0120_femur_right_msk,0.95,0.78,2.0,0.93,UNet,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.8,0.73,2.24,0.82,AttentionUnet,vertebra
s0120_femur_right_msk,0.95,0.87,2.24,0.9,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-8-seg-vert_msk,0.82,0.68,2.24,0.87,SwinUNETR,vertebra
s0120_femur_right_msk,0.94,0.96,2.45,0.87,AttentionUnet,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.79,0.89,2.24,0.83,UNETR,vertebra
s0143_femur_left_msk,0.96,0.66,2.24,0.93,AttentionUnet,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.73,1.18,3.0,0.69,TLPredictor,vertebra
s0143_femur_left_msk,0.93,1.2,3.0,0.77,TLPredictor,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.65,1.43,4.0,0.6,OneDConcat,vertebra
s0143_femur_left_msk,0.93,1.1,3.0,0.79,OneDConcat,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.79,0.83,2.45,0.79,MultiScale2DPermuteConcat,vertebra
s0143_femur_left_msk,0.96,0.66,2.24,0.92,SwinUNETR,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.8,0.8,2.24,0.81,AttentionUnet,vertebra
s0143_femur_left_msk,0.95,0.77,2.45,0.88,TwoDPermuteConcat,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.8,0.82,2.24,0.83,TwoDPermuteConcat,vertebra
s0143_femur_left_msk,0.95,0.72,2.24,0.91,MultiScale2DPermuteConcat,femur
s0143_femur_left_msk,0.95,0.71,2.24,0.9,UNet,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.79,0.88,2.45,0.79,UNet,vertebra
s0143_femur_left_msk,0.94,0.85,2.83,0.87,UNETR,femur
sub-verse406_split-verse214_vert-9-seg-vert_msk,0.82,0.79,2.24,0.86,SwinUNETR,vertebra
s0143_femur_right_msk,0.96,0.61,2.0,0.93,SwinUNETR,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.85,0.61,2.0,0.89,SwinUNETR,vertebra
s0143_femur_right_msk,0.95,0.73,2.24,0.91,AttentionUnet,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.85,0.61,2.0,0.9,AttentionUnet,vertebra
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.8,0.87,2.45,0.8,TLPredictor,vertebra
s0143_femur_right_msk,0.95,0.73,2.24,0.9,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.81,0.73,2.24,0.82,UNETR,vertebra
s0143_femur_right_msk,0.96,0.69,2.0,0.92,MultiScale2DPermuteConcat,femur
s0143_femur_right_msk,0.94,0.8,2.45,0.89,UNet,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.84,0.62,2.24,0.84,OneDConcat,vertebra
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.86,0.55,1.73,0.92,TwoDPermuteConcat,vertebra
s0143_femur_right_msk,0.92,1.24,3.32,0.73,OneDConcat,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.84,0.69,2.0,0.86,UNet,vertebra
s0143_femur_right_msk,0.92,1.24,3.16,0.74,TLPredictor,femur
sub-verse402_split-verse251_vert-10-seg-vert_msk,0.85,0.59,2.0,0.88,MultiScale2DPermuteConcat,vertebra
s0143_femur_right_msk,0.94,0.87,2.45,0.87,UNETR,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.83,0.69,2.24,0.86,OneDConcat,vertebra
s0109_femur_left_msk,0.93,1.11,3.16,0.86,AttentionUnet,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.87,0.55,1.73,0.92,AttentionUnet,vertebra
s0109_femur_left_msk,0.91,1.4,3.61,0.72,TLPredictor,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.88,0.5,1.41,0.94,SwinUNETR,vertebra
s0109_femur_left_msk,0.93,1.21,3.16,0.84,UNETR,femur
s0109_femur_left_msk,0.93,1.1,3.0,0.84,UNet,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.85,0.63,2.0,0.89,UNet,vertebra
s0109_femur_left_msk,0.93,1.12,3.61,0.83,SwinUNETR,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.86,0.61,1.41,0.93,TwoDPermuteConcat,vertebra
s0109_femur_left_msk,0.93,1.04,3.0,0.84,OneDConcat,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.82,0.73,2.0,0.87,MultiScale2DPermuteConcat,vertebra
s0109_femur_left_msk,0.94,0.96,3.0,0.88,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.85,0.62,1.73,0.9,UNETR,vertebra
s0109_femur_left_msk,0.93,1.01,3.0,0.85,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-11-seg-vert_msk,0.8,0.98,2.45,0.8,TLPredictor,vertebra
s0109_femur_right_msk,0.92,1.14,3.0,0.78,AttentionUnet,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.85,0.64,2.24,0.89,AttentionUnet,vertebra
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.83,0.75,2.0,0.87,TwoDPermuteConcat,vertebra
s0109_femur_right_msk,0.94,0.9,2.83,0.89,MultiScale2DPermuteConcat,femur
s0109_femur_right_msk,0.91,1.28,3.61,0.73,OneDConcat,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.84,0.79,2.24,0.88,UNETR,vertebra
s0109_femur_right_msk,0.95,0.78,2.24,0.91,SwinUNETR,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.82,0.81,2.24,0.85,UNet,vertebra
s0109_femur_right_msk,0.91,1.36,3.32,0.72,TLPredictor,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.81,0.81,2.83,0.82,MultiScale2DPermuteConcat,vertebra
s0109_femur_right_msk,0.93,1.01,3.0,0.83,UNETR,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.86,0.67,2.0,0.91,SwinUNETR,vertebra
s0109_femur_right_msk,0.93,0.95,2.83,0.83,UNet,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.79,1.02,2.83,0.79,TLPredictor,vertebra
s0109_femur_right_msk,0.94,0.8,2.45,0.89,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-12-seg-vert_msk,0.84,0.69,2.24,0.86,OneDConcat,vertebra
s0807_femur_left_msk,0.95,0.78,2.24,0.88,UNet,femur
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.86,0.59,2.83,0.87,AttentionUnet,vertebra
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.8,0.92,3.56,0.77,TLPredictor,vertebra
s0807_femur_left_msk,0.94,0.93,2.83,0.82,OneDConcat,femur
s0807_femur_left_msk,0.94,0.83,3.0,0.85,UNETR,femur
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.84,0.72,2.45,0.88,SwinUNETR,vertebra
s0807_femur_left_msk,0.95,0.74,2.24,0.88,SwinUNETR,femur
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.81,0.81,2.83,0.81,TwoDPermuteConcat,vertebra
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.83,0.78,3.0,0.83,UNet,vertebra
s0807_femur_left_msk,0.94,0.83,2.45,0.87,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.81,0.82,3.0,0.83,MultiScale2DPermuteConcat,vertebra
s0807_femur_left_msk,0.95,0.79,2.45,0.88,AttentionUnet,femur
s0807_femur_left_msk,0.93,0.99,3.0,0.8,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.82,0.78,3.0,0.82,OneDConcat,vertebra
sub-verse402_split-verse251_vert-13-seg-vert_msk,0.83,0.77,2.83,0.84,UNETR,vertebra
s0807_femur_left_msk,0.92,1.25,3.74,0.72,TLPredictor,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.85,0.68,2.83,0.86,UNETR,vertebra
s0807_femur_right_msk,0.94,0.92,3.0,0.84,OneDConcat,femur
s0807_femur_right_msk,0.94,0.94,3.0,0.85,UNet,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.84,0.77,2.83,0.85,OneDConcat,vertebra
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.86,0.7,2.45,0.87,TwoDPermuteConcat,vertebra
s0807_femur_right_msk,0.93,1.07,3.32,0.79,UNETR,femur
s0807_femur_right_msk,0.93,1.07,3.46,0.79,TLPredictor,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.88,0.52,2.45,0.89,AttentionUnet,vertebra
s0807_femur_right_msk,0.94,0.91,2.83,0.85,AttentionUnet,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.88,0.55,2.0,0.9,SwinUNETR,vertebra
s0807_femur_right_msk,0.95,0.8,2.83,0.86,SwinUNETR,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.83,0.83,3.0,0.82,TLPredictor,vertebra
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.87,0.57,2.45,0.89,UNet,vertebra
s0807_femur_right_msk,0.94,0.93,3.0,0.84,TwoDPermuteConcat,femur
s0807_femur_right_msk,0.93,1.0,3.16,0.8,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-14-seg-vert_msk,0.85,0.71,2.24,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.89,0.51,1.41,0.94,AttentionUnet,vertebra
s0723_femur_left_msk,0.93,1.02,3.0,0.84,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.86,0.65,2.24,0.87,TLPredictor,vertebra
s0723_femur_left_msk,0.94,0.76,2.24,0.92,SwinUNETR,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.88,0.58,1.73,0.93,MultiScale2DPermuteConcat,vertebra
s0723_femur_left_msk,0.93,0.9,2.83,0.88,TwoDPermuteConcat,femur
s0723_femur_left_msk,0.93,0.94,2.45,0.88,UNETR,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.87,0.62,2.24,0.87,OneDConcat,vertebra
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.87,0.57,2.0,0.9,UNETR,vertebra
s0723_femur_left_msk,0.94,0.8,2.24,0.93,AttentionUnet,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.9,0.49,1.41,0.95,SwinUNETR,vertebra
s0723_femur_left_msk,0.94,0.83,2.24,0.91,UNet,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.9,0.49,1.41,0.94,TwoDPermuteConcat,vertebra
s0723_femur_left_msk,0.9,1.26,3.32,0.75,TLPredictor,femur
sub-verse402_split-verse251_vert-15-seg-vert_msk,0.89,0.47,1.73,0.92,UNet,vertebra
s0723_femur_left_msk,0.88,1.71,4.12,0.62,OneDConcat,femur
s0723_femur_right_msk,0.95,0.74,2.0,0.94,UNet,femur
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.9,0.46,1.41,0.94,SwinUNETR,vertebra
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.91,0.45,1.41,0.95,AttentionUnet,vertebra
s0723_femur_right_msk,0.89,1.6,4.0,0.67,OneDConcat,femur
s0723_femur_right_msk,0.94,0.85,2.24,0.92,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.89,0.54,1.41,0.93,UNet,vertebra
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.88,0.54,2.0,0.9,UNETR,vertebra
s0723_femur_right_msk,0.94,0.86,2.24,0.91,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.87,0.59,2.0,0.88,TLPredictor,vertebra
s0723_femur_right_msk,0.91,1.17,3.61,0.78,TLPredictor,femur
s0723_femur_right_msk,0.95,0.8,2.0,0.94,AttentionUnet,femur
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.89,0.5,1.73,0.92,MultiScale2DPermuteConcat,vertebra
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.88,0.58,2.0,0.89,OneDConcat,vertebra
s0723_femur_right_msk,0.95,0.7,2.0,0.93,SwinUNETR,femur
sub-verse402_split-verse251_vert-16-seg-vert_msk,0.89,0.51,2.0,0.9,TwoDPermuteConcat,vertebra
s0723_femur_right_msk,0.94,0.83,2.24,0.91,UNETR,femur
s1291_femur_left_msk,0.95,0.69,2.24,0.91,UNet,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.87,0.65,2.0,0.88,MultiScale2DPermuteConcat,vertebra
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.87,0.67,2.0,0.88,AttentionUnet,vertebra
s1291_femur_left_msk,0.95,0.7,2.24,0.91,TwoDPermuteConcat,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.89,0.55,1.73,0.92,SwinUNETR,vertebra
s1291_femur_left_msk,0.92,1.06,3.16,0.77,MultiScale2DPermuteConcat,femur
s1291_femur_left_msk,0.94,0.72,2.45,0.88,SwinUNETR,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.87,0.7,2.0,0.87,UNet,vertebra
s1291_femur_left_msk,0.91,1.18,3.16,0.76,TLPredictor,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.85,0.79,2.24,0.83,TLPredictor,vertebra
s1291_femur_left_msk,0.95,0.66,2.24,0.92,AttentionUnet,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.87,0.64,2.0,0.89,UNETR,vertebra
s1291_femur_left_msk,0.91,1.22,3.32,0.74,OneDConcat,femur
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.87,0.62,2.24,0.85,OneDConcat,vertebra
sub-verse402_split-verse251_vert-17-seg-vert_msk,0.88,0.61,2.24,0.88,TwoDPermuteConcat,vertebra
s1291_femur_left_msk,0.93,0.83,2.45,0.87,UNETR,femur
s1291_femur_right_msk,0.93,0.93,2.83,0.86,MultiScale2DPermuteConcat,femur
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.86,0.79,2.24,0.86,MultiScale2DPermuteConcat,vertebra
s1291_femur_right_msk,0.91,1.63,4.24,0.76,UNETR,femur
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.89,0.62,2.0,0.91,UNETR,vertebra
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.89,0.59,2.0,0.9,TwoDPermuteConcat,vertebra
s1291_femur_right_msk,0.94,0.77,2.83,0.86,SwinUNETR,femur
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.89,0.68,2.0,0.91,AttentionUnet,vertebra
s1291_femur_right_msk,0.91,1.19,3.16,0.76,TLPredictor,femur
s1291_femur_right_msk,0.94,0.74,2.24,0.91,AttentionUnet,femur
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.87,0.8,2.24,0.83,TLPredictor,vertebra
sub-verse402_split-verse251_vert-18-seg-vert_msk,0.9,0.69,2.0,0.93,SwinUNETR,vertebra
